,sentence,similarity_with_sub,username
3920,i really like this song,0.27937211830783126,Vinh Hoa nguyen
2946,i didnt really like this,0.27937211830783126,Sandeep Ramesh
4602,made my day i ve been waiting so long for the release it felt like a year you are awesome martijn fan life xd,0.2789398119652105,Pink Clorox Bleach
709,hi i am a yr old producer i just finished a new song its free download i hope you like it a https https,0.27868202556597704,Jay Pons
4287,even tho i wasnt there at ultra i got goosebumps from the live video when he opened with this masterwork p check out my latest music and give me some reply a https https,0.27868202556597704,Official Arden
2196,if someone collab with garrix you care only about martin and not who with he did the collab i mean on this video i can see only good garrix only comments about him i will say third party good job,0.2776772263153067,Out Of Mana
425,i like your work martin garrix really you are nice dj i want to be like you,0.27679808383598037,???? ???????
1249,the desert scene is namibia the mountain scene is cape town africa,0.27607881518711636,Kyle Correia De Araujo
4963,now i woke up because my phone indicated today i think the uprising was worth,0.2746133319159817,BLTZR
2221,martin garrix i love u i want to see u i remember when my bff told me that a song called animals was soo cool and i listened it and i get soo excited and when u come i gett crazy martin i love u eva,0.2742564928616369,Naom Alvarado
2500,my mum said if i turned up the volume any higher she will use the keyboard to smack my head but i think she s joking rightfehkziuidizzk dbkakalozolssdjd fnddjdsbjdnebd dxjxknssjssixiss amp amp hdmejssb,0.27388716723198603,JustDaryl - That Asian Gamer
908,i not see lion,0.2733040833050606,valentino rossi
4336,nog meer zin in the flying dutch volgende week,0.2733040833050606,Lennart Heij
1054,i like his style,0.2733040833050606,Kesara Kerdchuang
2813,a q the d,0.2733040833050606,Artturo Rodriguez Lopez
1300,thank you martin i have been a fun for as long as i can remember its makes my days the best,0.2733040833050606,Zeb Zora
4842,finally like if the best dj is martin garrix,0.2733040833050606,Lilly Ortiz
3348,i like martin garrix,0.2733040833050606,Haikal Ziqrul Illahi
5080,i miss the time when martijn released extended mix,0.2733040833050606,eQuiLLity
4631,in garrix we trust,0.2733040833050606,LamaVlogs
115,love this song its the best your the best dj martin garrix,0.2733040833050606,Courtney Wallis
2889,omfg what a zero martin please do music like animals and turn on the speakrs,0.2721862705091102,didi do
4164,ok mom this is the last time i will repeat this song lt,0.2721862705091102,Messi10 HD
1352,i would love to ride a motorbike through the desert,0.2716256390786371,Sarah T.
4194,i view before and i waiting this song,0.2716256390786371,Involutionz Iv.
4254,a v amp t most epic moment in the song,0.2716256390786371,Mefju23
1064,like if you re watching this in like this comment,0.2713047581171467,J
1475,this should be the tomorrowland anthem,0.27097010305191876,Cameron Clark98
3515,this is the year of mg,0.27097010305191876,Panda Musik
4568,i m in a club lt,0.27097010305191876,PLCMN Official
2930,martin and afro were the best,0.27097010305191876,AAQIB FAROOQI
2161,sorry but ruins the song video,0.27097010305191876,Miguel AngelVEVO
3195,so much goals in one video the music is sensual lt,0.27075692537510637,The Tipsy Tortoise
1555,whats happened to you gartin marrix i miss the old drop,0.27075692537510637,Emiliano Enrique
669,doesn t the beat drop background sounds like tobu and syndec,0.27075692537510637,Ahmad Haniff
2022,marting garrix animals to me is the best music and this,0.27075692537510637,PaRaDoX.
4713,the best dj in this fucking world love from hungary lt,0.27075692537510637,BENCE POWA
5150,the upcoming track in june is name of love ft rooty,0.27075692537510637,BGN PLAYS
1826,exeter is on its way to becoming the trendiest city in england,0.27050089040022973,russell mathias
4843,i think i m gon na smash the replay button till my fingers go numb that drop,0.268715386462507,Bernerd King
1969,a v amp t when you cant be fucked saving for cars in gtav so you bring out the mod menu,0.26865696372315745,KFC Outbound
1933,in one year afroki got in weeks martin got what s the reason ravers,0.2668761880142125,klik droid
1608,hello i am dj too and i want do you follow me listen my songs rain replay let s go and rate it d,0.26562660124542986,Hard2Stop
2815,and the colaboration with avicii great melody,0.26562660124542986,Lukkaas Leonel
2627,will be always the best for me,0.26562660124542986,Chains Chaos
2680,perfect song the best track ever listen you re the best martin garrix,0.2651439066774996,Alberto Sanz
4053,i dont understand the people that are saying hardwell is number i mean he s good but martin garrix is a lot better as a person and i think he cares more about what he s doing then hardwell,0.26431719579272955,Landon Gauthier
5008,first time i came this early after it was uploaded and the first beat got me wet awww yeaaa,0.26411929342901136,Magnetizer Vlogger
4926,please martijjn can you release your older music like the collabs with hardwell and david guetta you can t act like none of these tracks existed,0.26227487442776054,RIZE
740,i swear this was used in a advert,0.26227487442776054,kathryn chieng
1384,where is your video at the ultra europe,0.26227487442776054,CASA
3253,martin garrix we re a genius wild lions,0.26227487442776054,toniigamer07
4190,waiting for this to be on the radio,0.26227487442776054,micaela toledo
4657,sounds like shm i like them martin garrix too and this song replay,0.26210529752729134,Samuel van Ingen
2166,the song is so amazing,0.2619113609135918,Selena G
5183,you the best martin garrix,0.2619113609135918,Cindy Leon :3
3686,you are the best martin,0.2619113609135918,Fabrii Smite
4263,sick you re the best,0.2619113609135918,Georgio Schultz
3879,you re the best martin,0.2619113609135918,Isac Moura
1476,the drop is rlly annoying,0.2619113609135918,The Foreigner
3337,love it always the best,0.2619113609135918,stephany t
3828,martin garrix is the best,0.2619113609135918,DenWen
4614,you ll be the top artist this year martijn in fact you already are with love from india,0.2619113609135918,Adityaa Rawlani
3060,martin garrix is the best,0.2619113609135918,Miriam  Nava
2869,the singer is john martin,0.2619113609135918,Ganeshan S R
4342,martin garrix is the best,0.2619113609135918,iTsNick
4884,is the fucking track d,0.2619113609135918,Renato Black Tam
1211,love you martin the best,0.2619113609135918,Abaas fitness
3230,i love u martin you are the best always be side u,0.2608699597280257,An Di
2465,awesome song will be free omg main stage in the ultra music festival b,0.2608699597280257,Camilo Morales
1586,a v amp t martin garrix amp third party lions in the wild powered by stmpd recs amp toyota xd,0.2603396540284678,Axel Troya
2625,so watching it for the times and still counting,0.2602896031476768,shabin sajans
218,could i use this in my videos no or,0.2602896031476768,Herzi
4059,finally rewind repeat it new version please martin i really want the song,0.25988884909452603,Haikal Rizky
3330,this song is really good but i m still waiting for music video for name of love ft the one and only bebe rexha can t wait much longer,0.2594591299721117,christian guzman
1263,lions what lions i don t see none,0.25927901912051726,Nitro Rex
4882,we are the first people to watch this amazing video,0.25927901912051726,hong anh nguyen thi
3242,the best track of i wait to hold on never leave,0.2589848851414061,Micha? M.
4617,waiting for quot in the name of love quot,0.2589848851414061,Ankit Kaushik
4016,the mixing and production quality of this new album is mindblowing,0.2589848851414061,Ghost
3154,already heard the song a million times watching his ultra set click video pause like the video continue watching,0.2576867071162,Etzetra
2313,this nigga is the king of bigroom and he s making only shit songs of progressive like every dj overrated how avicci and nicky romero hmmm if this nigga was how dv amp lm he can win the djmag,0.2574253920840865,Yolis Guerra
831,manager martin garrix please i know that are here in chile was the ask can bend atour in southern chile starting valdivia osorno and montt port please here inthe south equalto and fans who love that atte tu fan of chile osorno,0.2570648110363819,eldita vargas
4165,love this song and video it shows where i went up table mountain in capetown many times,0.25567448143901744,R MCK
476,like the video because there is no pointless smelly ass shaking gun shooting and other violent scenes,0.25567448143901744,The Heathen
426,give more likes on the this,0.25503068522533534,???? ???????
164,i like this song great artist,0.25503068522533534,S
3490,i like this song too b,0.25503068522533534,Sebastian ACS
3138,where s the location cape town,0.25503068522533534,Farhan W
3574,where was turned the clip please,0.25503068522533534,Guizmo Ouno
3211,where s the old martin garrix,0.25503068522533534,Osy Nurakhmantari
1656,amazing i like it so much,0.25503068522533534,Charil Anwar
376,the same boring structure,0.2537823630689849,greg yance
1912,song of the year,0.2537823630689849,Reviews4you
5067,finally the awaited one,0.2537823630689849,Jay Dhebar
2372,the style never change,0.2537823630689849,EDM MUISIC
531,tune of the year,0.2537823630689849,MattSaber
2594,who s the singer,0.2537823630689849,Metal & Dubstep Lover
3780,martin garrix the best,0.2537823630689849,wellington nogueira
2379,the best song ever,0.2537823630689849,Martin Müller
5213,the best cade os,0.2537823630689849,Miguel Feliipe
4011,martin garrix the best,0.2537823630689849,Arantxa 3011
4146,the steel spirit adventurer,0.2537823630689849,Dedy Sukma.K
229,still love the song,0.2537823630689849,Wan Xsin Huang
2830,the best song ever,0.2537823630689849,Pierpaolo Calabrese
3921,prefer the umf version,0.2537823630689849,Dj DJ
1049,martin rocks the city,0.2537823630689849,Stefan S
1152,the best dj forever,0.2537823630689849,Sergio Antoine Durán
1002,yeahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh the love jajaj,0.2537823630689849,felipe gonzalez
1630,fack of the music,0.2537823630689849,k.l. A
2550,when comes the ep,0.2537823630689849,jesper knol
2723,masterpiece fuck the haters,0.2537823630689849,Marco Pepe
2475,wiiiiiiiiii fuck the sistem,0.2537823630689849,Brayan Perez
638,who s the singer,0.2537823630689849,VCTRALV
2491,that was a really good song amazing sounds totally into it im not meaning to spam but i make mixes and mashups in my channel so if you want to check it out that would be great thanks a lot,0.25359458475021535,DJ Tano
3867,i so proud of this kid at least he became famous for his music he worked hard to get where he is now not like other guys who just make some videos with girls in it and then boom you got views,0.25359458475021535,Tom Arent
1708,i love the part in the description talking about the guys who made the video quot directors giaro giarratana amp damian karsznia model giaro giarratana production giaro giarratana amp damian karsznia camera operator damian karsznia edited damian karsznia amp giaro giarratana quot,0.2531399269503094,Sirius White
3710,hi i m a dj and producer and this is a set that i made to daydream dj contest competition please listen to it like it and repost it a lot please help me win this contest hope you like it help me make my dream come true a https https,0.252522889473014,Marlon Phoenix
592,this song is the god of edm,0.250869567842906,samaahith okkunda
2266,both the video and music was dope,0.250869567842906,Ken Danzan
5132,this is the year of martin garrix,0.250869567842906,Tobias Lazarte
4965,love it also the clip is awesome,0.250869567842906,Annelot Keizer
4502,awesome and the video clip was amazing,0.250869567842906,? ?????? ??? ?????????
1818,i swear martin garrix is the only producer right now that really is making life changing music,0.2508010273650065,Kyle Tessier
271,is it me or is this song just perfect for the show,0.2504351613389047,D4N1 OW3N
1905,i like your new single oops but why you dont upload it on yt,0.2504351613389047,Thijmen
4775,these are the things i m waiting on album rewind repeat it tmgs ep,0.2504351613389047,Danny
3216,now the only thing i m waiting for is garrix amp hardway collab spotless,0.2504351613389047,Rohan Das
3363,these are the things i m waiting on album rewind repeat it tmgs ep,0.2504351613389047,Brand MF
4432,let s see how can i write off a trip to africa i know i will splice some drone footage and gopro footage together and call it a video,0.25,Kenneth William
1336,woah woah woah hold on this beginning of the video was made in namibia i fucking live here xd,0.2498780190217697,Whitepayn
67,awesome track and who s disliking this track they don t feel the emotion of the track,0.2498780190217697,Nikhil raj
1986,te amo martin garrix i love you so much the best song forever,0.24906014704892077,Caro Galindo
609,guys do you saw a one of the best actors in a v amp t min,0.24847093366840473,XKandje X
3862,m hi amp don daiblo are the best dj on the planet lt lt,0.24847093366840473,alonso umbert
4362,i prefer this song during umf in miami,0.2484709336684047,Mehdi Lakhdar
554,wat een vette video great job guys i did my amf edit with all we know the chainsmokers venera remix check it on my channel,0.2479591495335439,Stories by Adam
3050,i really like the melody it has something unique to it great energetic drop with a super good amp clean mix great job,0.2479591495335439,Rawed
1706,shit like all of the exact same edm songs,0.24727512299029294,Artek Czwartek
2691,what is the place at a v amp t,0.24727512299029294,Tommaso Vagnini
703,is the best song of martin garrix and likeme,0.24727512299029294,Eduardo Lopez
4892,i can t for we did it to release,0.24727512299029294,Hiram Ramirez
2482,the color grading is on point with this video,0.24727512299029294,Mash
2527,this song is very emotional in my heart i m jumping,0.24721284490770581,Senpai :v
2253,awesome tune love the views shot in my hometown cape town,0.24721284490770581,Gavin Grierson
2755,for the haters who complaining this song i got question how much spinnin pay you for this,0.24707933901423643,ibalmufid
971,whoever does the cinematography and photography for martin is lit,0.2469323991623974,Shade
4115,lions in fl studio p,0.24445060351935236,muhammad shaykho
1978,i replay like times lt,0.24445060351935236,Gonçalo Silveira
3192,amazing just like in umf,0.24445060351935236,The Freezing Tuber
2939,woo nice song i like,0.24445060351935236,NietGewoon
3934,like watching in okno v,0.24445060351935236,Bryan Anzualdo
1063,congrats for the video guys,0.24445060351935236,Léa Pomme
940,you re the real deal man lt even though i m sure everybody knows it already,0.244021502950947,u?ur ak?n
1701,people lived this song so much that they turned their devices around so they could hit the dis i like button,0.2420693309273394,Budderedupbro
341,nice video and interesting new singer but how is this music not like everything else,0.24194335156365354,Frederick Earl McElroy
620,what in this music makes you feel so good to the point of listening to it everyday,0.24184384781625629,Katerehwon
4245,the next song he will release is the one with colplay then his album will release,0.24139859485185974,Ephrem Dsouza
2492,the quot we be freeeee quot part always gets me awesome song,0.24000036294978364,Santiago Costa
4442,this track is in my opinion better then now that i ve found you,0.24000036294978364,NOWSAmusic
43,i actually reach here when i was doing my assignment on lions,0.24000036294978364,Tal Jr.
169,the music is fantastic verry good,0.2390912673987519,Cesar Ludeña Hertwing
4731,wowww martin you are the best,0.2390912673987519,Ansthef
4029,martin you are the best ever,0.2390912673987519,Môhámê? Ïb?âhêém
833,the boy from video is gorgeous,0.2390912673987519,goldyjul
4344,martin garrix is the best lt,0.2390912673987519,Quang Huy Nguy?n
634,the text is something awesome too,0.2390912673987519,MCBot Gq
2338,happy with the new martin garrix,0.2390912673987519,IAM EVERYWHERE
2667,omg he is just the best,0.2390912673987519,nathalia muñoz jimenez
4241,post spinnin garrix is the greatest,0.2390912673987519,SHXFT
4003,who is watching before the million,0.2390912673987519,Electro Music Drops
1265,mar garrix you re the best,0.2390912673987519,Christopher Franco
4628,who is here before the views,0.2390912673987519,Tiago Figueiredo
5115,anybody know who does the vocals,0.2390912673987519,Detective BongHits
3904,martin garrix is the better lt,0.2390912673987519,Santiago Lozano
4450,oh man i am just so proud of you this song is the new begging of yours and ours journey and please don t ever ever stop doing what you love no matter what thank you for always being here for us garrixers even through music you motherfuckin did it a q martingarrix,0.23894245318686952,Nikolina Drežnjak
934,would i receive a copyright strike if i were to use this in a music podcast video,0.23855936180684897,abstractions
2171,i m a little bit disappointed but still in love with martin music,0.23823144500331553,AETH'R
2861,hello i am a producer and dj of venezuela i have years and my passion is electronic music i do every track with all my heart and i really hope his pass around my channel support without compromise and if they like my music please subscribe and give free jajjaa like and help me too thanks hola soy un productor y dj de venezuela tengo a y mi pasi es la m electr hago cada track con todo coraz y de verdad espero su apoyo p por mi canal sin compromiso y si les gusta mi m por favor subscr y denle like es gratis jajjaa y me ayudar demasiado gracias,0.2373658115457807,AlexssanMusic
213,i really love this song takes me to another world world of the real music,0.2367356309620532,aya malak Aya_look_swag
1976,i could name hundreds of dj s that are better than martin garrix just saying i mean he like most other producers and dj s use the same tracks now a days just change them around a bit,0.23668827910020102,James Baron
4244,i can t belive that marty made this song in fl studio,0.23668827910020102,Vanvill
2945,so cool i like this song b,0.2361125344403821,Dj Omar Officiel
711,music is cooooolll i like martin garrix,0.2361125344403821,bbrae so
4329,where s the sick intro from ultra,0.2361125344403821,Fionn McRooney
1250,first time i hared this music i feel free,0.23544080467400555,Adode Secrey
2904,anyone know where the desert part of this video was filmed,0.23544080467400555,Antoine Leroi
4702,nice for the last time you have more and better songs,0.23544080467400555,AGARMANIA
3028,this is the best song of so far,0.23466699290904888,Christoph Dumser
929,quot i m not afraid quot,0.23466699290904888,Laura Chiral
4168,the quality of this video is insane omg,0.23466699290904888,Daniel Argenal
3449,perfect music and video the best mart garrix,0.23466699290904888,Navany Mtz Acevedo
4429,worth the wait this is an absolute corker,0.23466699290904888,Gemma Carter
2274,its amazing lt this song is the best,0.23466699290904888,Natalia Isaacs
2295,there were no lions in this video a q dissapointed,0.23458577920427753,Chaywatchesvideos
4853,martin garrix is one of the best djs out there,0.23458577920427753,Eddie Bustamante
4511,no chopped vocals was expecting the orchestral intro but dope,0.23458577920427753,Jonathan Filbert
2055,when is ep of the martin garrix show comming out,0.23458577920427753,Danex
2748,i just cant believe people listen to this shitty commercialized track that sounds like the others he has produced edm is just a disgraceful stunt these days it used to be so much more,0.23434624877138976,h dobbs
126,love from i n d i a,0.2342606428329091,atharva paslawartheking
1391,like,0.2342606428329091,Mago 78
1638,like,0.2342606428329091,Danny Ü Lambert
1878,wild,0.2342606428329091,Vice Entertainment Group
1186,like,0.2342606428329091,HERN1X HERN1X
478,like,0.2342606428329091,MIX FIRE
751,like,0.2342606428329091,Klára Ondrej?íková
1392,like,0.2342606428329091,Mago 78
3890,like,0.2342606428329091,Facundo De La Fuente
220,like,0.2342606428329091,Diego Escuderos
3891,like,0.2342606428329091,Facundo De La Fuente
299,like,0.2342606428329091,Matty23 Cogo
4321,like,0.2342606428329091,I am Your Father
3703,like,0.2342606428329091,Silvia Lizeth Gamboa Gallardo
61,like,0.2342606428329091,Edson Said Barajas Yocupicio
5182,like,0.2342606428329091,Hiên L??ng Kim
815,like,0.2342606428329091,CANAL EXTREMO
1420,like,0.2342606428329091,Briana Ramirez
2000,like,0.2342606428329091,Gokuman 777
323,like,0.2342606428329091,Helen Esponja Estrella
2733,like,0.2342606428329091,DanTas
2072,like,0.2342606428329091,daniel gozalez
4239,like,0.2342606428329091,Javiera Hernandez Franco
3364,like,0.2342606428329091,Smouth FPS
3580,like,0.2342606428329091,ITXUL KOBAIN
3958,martin garrix is overated bull shit and for the dumb asses out their he is a shit dj,0.2330745053742094,jessica briseño
4877,dimitri vegas and like mike best dj off the world forever dj mag,0.23186237858183464,Jesus Zavaleta
4552,don t know why but this is the best track song made by martin garrix,0.23186237858183464,Joski
3359,the song is meh not as much energy as some of his other stuff but this video is amazing whoever shot this video and edited it is really good,0.23170731707317074,Aiden Foley
577,here s a joke about me i just download one of ur song and listen to it and some friends ask me what i m listening so i told them about this song and they mock me and say im a hardcore fanboy a q didntread,0.23135503547367278,Pink Potato
1241,you are the best dj of world amazing song i love you so much martin garrix,0.23006567932259697,Cristina Martínez
3075,omg you fucker i love you really great music the clip was beautiful too congracts mate,0.23006567932259697,PSYTOK
2053,i love this song is perfect i love you martin,0.22956556456066263,Lupita Juarez Rosas
2038,just uploaded the nightcore version on my channel feel free to check it out,0.22956556456066263,Rufus Krauss
1473,i am a new musical producer of edm and i made my first remix of oliver heldens shade of gray if not too much to ask can you give me a chance and pass for my channel thank you very much,0.22873603482063135,ANGEL ANDRES ARMENDARIZ
1456,this is not a bad song this is not a good song this is the best song ever,0.2284124692252176,Mariella Beurskens
4134,martin garrix is dj in world d love you martin garrix d and i see you in weekend festival baltic estonia d,0.22775340275421718,CyanicAdventures
2445,this video sucked and the song makes it worse couldn of did better,0.22740274295771026,Chris ChillingWorth
2384,did anyone notice how it has the same melody like his track poison,0.22740274295771026,3Demolishable
1870,like like like like gt,0.22726620572357106,Visor
1167,the best song mar garri,0.22698984612511292,nikki Go
1000,second the most exciting part,0.22698984612511292,antonio feliz
1055,martin garrix re the best,0.22698984612511292,stylemusic
23,mart garrix the best dj,0.22698984612511292,Diego Villanueva Rosas
2471,the best song of all,0.22698984612511292,Gustavo Cf
2453,gooood martin garrix the best,0.22698984612511292,Freshtalica A.R
2378,goosebump when the beat drops,0.22698984612511292,SiawHong Lee
4290,awesome martin the best song,0.22698984612511292,Matias S.
4182,the martin garrix show ep,0.22698984612511292,mateus campos
5064,best song of the time,0.22698984612511292,Sven Hoogkamp
4121,stmpd rcrds all the way,0.22698984612511292,romario jones
2908,not like this kappa d,0.22698984612511292,Nikolai Riechten
3908,best song of the year,0.22698984612511292,Tech Guy
3106,the martin garrix show ep,0.22698984612511292,Hagigi Daniel
736,the best music mart garrix,0.22698984612511292,Byjesus 742
2057,wer the clip was turning,0.22698984612511292,LeSkater Parisien
3793,genial song mg the best,0.22698984612511292,DeNilSsoN DenKo
4852,really worth the wait lt,0.22698984612511292,Nellie Simonsen
5058,goosebumps from the first seconds,0.22698984612511292,giorgos k
3464,i know y he left spinnin records because they do everything for money but martin garrix does this for us the best music maker and beats hope he makes more songs with more good beats,0.22625461640903197,Twizz Raze
1498,i love you,0.2254174086668581,The_Kills Gamer [Trakz]
2077,i love you,0.2254174086668581,Mia Dias
491,i love it,0.2254174086668581,Joanna jn67
3018,i love you,0.2254174086668581,Valentina Monsalve Osorio
2449,i love it,0.2254174086668581,Khouloud daboussi
2246,i love this,0.2254174086668581,Bálint Dankó
4424,you and your music is my life i love you,0.2254174086668581,Lisa Traets
841,i love this,0.2254174086668581,Manuel Santiago
2232,i love it,0.2254174086668581,Eos Music Channel
4404,i love it,0.2254174086668581,???
2160,i love it,0.2254174086668581,Jecob Beatz
1216,fills me with ambition this tune just love it wheres the cowie,0.2254174086668581,Connor Merryweather
4412,i love it,0.2254174086668581,???? ??? 0.?
5044,i love it,0.2254174086668581,Kristína ?ukašová
280,i love you,0.2254174086668581,Natalia Mozo
4516,i love you,0.2254174086668581,CLIXXU
274,i love this,0.2254174086668581,Jenni R
5071,i love it,0.2254174086668581,minka Lönnqvist
1257,i love you,0.2254174086668581,merche re
4283,i love it,0.2254174086668581,luci Flamat
5100,i love it,0.2254174086668581,Carmen Aguilar
2237,second he s lost in the dessert than suddenly he has a quad xd,0.22449978271487123,Benjamin Quist
3082,where is the old garrix for me now kshmr will be substituta garrix so simple this song,0.22392948871875581,RD ED
619,you are the best no one compares to you,0.22366876444030528,Gabriel Feitosa
503,this song makes me feel like i gained confidence for anything,0.22366876444030528,Yankee Boy
4177,i waiting for this song from ultra music festival in miami,0.22366876444030528,Honza Jaroslav
3168,electro house is the best martin can you come to tunisia,0.22366876444030528,Yassine Garali
4284,i love it this is dope,0.2231518495721684,Cata Huenul
4174,fucking masterpiece and now the collab with ed sheeran plsssss,0.22223915924615767,aitor dd11
3486,i dont like this is dont garrix style,0.22223915924615767,Davit Barqaia
3144,why can t i like this video more than once,0.22223915924615767,rozerin calisir
2732,yo this will be my fav song for the summer,0.22223915924615767,Fatima Ezzahra Aielq
1828,martin garrix your songs have traveling in my ears since never stop making these amazing tracks you re insane at making house music you always and always will be my most favorite music producer in the world a q teamgarrix,0.22198839193490763,Diego Montoya
524,anyone knows what filter was used on the video for gon na look like that,0.22178140560001575,Juan Carlos Espinoza
3814,it sounds different from the one he played in umf this isnt as well as that one,0.22151940739207404,Linh Nguy?n
4811,it s very cheap but i can t buy it because i haven t itunes,0.22151940739207404,DUBSTEP HISTORY
1868,my mom said if i keep playing this song she s going to smash my head on the keybogfhgfcgfcgjf,0.22151940739207404,Tizzeuuh
947,zebras elephants but lions not even one,0.22135550103785823,Daniel Eduardo Pizarro Rocha
3204,the best song you had writ ever,0.22135550103785823,Inés Hernández
3163,the drop is by third party guys,0.22135550103785823,Deorro Warrior
433,nice martin garrix i like a lot,0.22135550103785823,maria castillo
515,or if mart garrix is the best,0.22135550103785823,Joshua Urbina
4337,half of the views are from me,0.22135550103785823,Zack Jr
3628,awesome martjin you are the best v,0.22135550103785823,Davis Davlzo
3647,i didn t see any lions dissapointed,0.22135550103785823,Murjam
2115,martin garix it s the best love,0.22135550103785823,Chaimoux & Co
65,the video is wow exelent thunbs up,0.22135550103785823,staremine gg
4158,i wish i had that lead sound,0.22124616267552527,SadkoEU
4242,the ultra live version is better than this shit,0.22124616267552527,Mouadh Tchoketch
4942,this is one of the best martin s song,0.22124616267552527,Domagoj Lovosevic
2617,some soul music but still miss the old martin,0.22124616267552527,Ryan  Lawrence
3624,goosebumps this is the awesome intro track from ultra,0.22124616267552527,Oliver Riisholt
4658,can anyone suggest me the best martin garrix songs,0.22124616267552527,Vaibhav kumar
2315,amazing best i ve heard in a long time,0.22124616267552527,kyle ramcke
951,where are those mountains coming out in this video,0.22124616267552527,Franco Toranzo
422,this song reminds me of james franco because the video reminds me of hours and that guy looks like him a v amp t,0.22097805504847792,Reported You got
3265,i would say it will be a fucking big hit in a coming week remember me,0.2208630521496931,WS L
1308,omg what an amazing song i think that song is the best u ever have make,0.2208630521496931,LucErNoob GT
1535,i loved,0.22086305214969307,Dihelen Jacob
2116,i love,0.22086305214969307,Chaimoux & Co
4082,best song i have ever heard in lt,0.22086305214969307,iKa
4448,i will never be free but its ok,0.22086305214969307,Büsra Poyraz
2489,some day i wish to be like u,0.22086305214969307,Manab Bose
3147,like you,0.22086305214969307,Amandine mercier
2562,no lions,0.22086305214969307,Johnny Trung
1214,i loveeeeeee,0.22086305214969307,Vianny Segura
1742,i love,0.22086305214969307,gabriel alejandro hurtado canel
2809,like it,0.22086305214969307,Baha Chatti
3878,in love,0.22086305214969307,Sofí Bastidas
4537,i love,0.22086305214969307,Barack Obama
3861,i loved,0.22086305214969307,Andrea Flores Jimenez
343,i love,0.22086305214969307,Eliana Camayo
3069,i love,0.22086305214969307,lani vlogs
3824,the best waited for this song so long,0.22086305214969307,Armoowasright
3068,i love,0.22086305214969307,lani vlogs
179,anyone in,0.22086305214969307,Dragos Parola
1651,i likey,0.22086305214969307,Zheng Shang
2267,a v amp t the drop is real,0.22086305214969307,marsa nafisa
2188,i love,0.22086305214969307,Jesus Zuñiga
4138,he isn t the best dj is a,0.22086305214969307,Chris Frank
2797,such an awesome music vid idk the way the video was filmed looks epic also martin garrix with another great song,0.2198102430462197,Daren Duong
5004,oooh yeaah goooood jooooobb martiiiin awesome song i can see this song live at untooooold festival in august th in cluuuuj romania see you there legend romania awaits you,0.2188183914351555,Vlad Adrian's Photography.
1655,hey martin fan from singapore here i have some mashups but i have not uploaded them on youtube yet what inspired to make them are because of you ofc these mashups are not as good as urs but everyone has to start somehwere right so im hoping that if you could give me ur email acc so that i could send you them and see what u think,0.21790349504462947,ZiqBoi Ziq
4630,i love this song dear martin when you started recaording your music in your own studio your songs are amazing full of energy and you have cought your music style whats just perfect i can say it again your new music from stmpd rcrds makes me smile every time i heart it i just enjoy every single plugin you made avery single track thank you enjoy your adneture with amazing music who agress with me guys dd,0.2167442366483221,Józef Perdenia
5204,and this year he s gon na b the number dj for sure,0.21657404091210503,sanket dalwate
4684,much better the one played at ultra i liked that feeling of intro that this one doent have,0.21642632641890872,Juanjo Estuardo
1778,hello sorry for bothering you all i just wanted to say if you like this kind of music please check out my latest song and send me your thoughts it would mean a world to me who knows maybe some day we will make a great future together thank you for your time,0.21621278287759677,Damon Empero
3393,i can t get over how good this song is although i heard him play it umf,0.21497230917000557,Abiely Flores
714,lions head devil s peak table mountain yeah south africa like like like,0.21497230917000557,Maseeh Samsodien
4959,is that in dubai,0.21473892259683333,Raiin Je
2177,i want that life,0.21473892259683333,M M
418,you can really hear that this is third party unfortunately martin garrix gets all the credit,0.21473892259683333,Henrik Swanström
440,who see this in,0.21473892259683333,Alex ???
4396,the best waiting is over and its worth it you ve done it again im so proud to be your fan withouth ur music my life life would be boring,0.21473892259683333,Erick Son
4328,this man in video clipt looks like quot like mike quot hahaha,0.21473892259683333,rizal setiawan
2538,i like martin s music but i wish he goes back to his old style like quot wizard quot and quot tremor quot if you agree reply to my comment,0.2141465382335152,Aziz Visuals
3788,we miss the old garrix pls martin come back to your hardstyle,0.2141465382335152,Erick Andre Garcia
4535,martin garrix is the best music producer ever and makes good beats,0.2141465382335152,Twizz Raze
859,did anyone knows ehre is the place on a v amp t,0.2141465382335152,Syafiq Fauzi
3733,martin garrix is the best haci say they can not do anything shows followed musics has a lot of rhythm and music happy underside of intritecer,0.2139769843365963,valentina _ crv
1808,a v amp t is the sadest part of this song,0.211896724206605,peter dickson
3929,the melody is nice he is a bit overrated,0.211896724206605,Snow Shoe
4271,does anyone know where he got the female harmonic vocals from,0.211896724206605,the wobbit
2136,your musics are no longer equal lost the touch that parese,0.211896724206605,Charlie//DJ David //avd
4364,wow d martin u are the best d i love it d,0.21166042497678922,Mateusz Miki
1344,is it just me or did the very first seconds of this song slay anyone else s life,0.21166042497678922,Anon. Person
3355,martin should release an ep or a package with the instrumental versions maybe i should watch his ultra set i really need to check his other new unreleased songs,0.21118547093938184,Vini Cardoso
270,i love martin garrix i love iloveeeeeeeeeeeeeeeeeeeeeeeeeeeeee i love martin garrix i loveeeeeeeeeeee,0.21118547093938184,? stylefenayl ?
